Código;Descrição;Descrição complementar;Grupo;Procedência;Unid;Preço min vnd (R$);Preço vnd (R$);Custo orç;% markup;Conv vnd;Conv cpr;Peso líq unitário (kg);Peso bruto unitário (kg);Descrição do grupo;Dentro do grupo (código);Dentro do grupo (descrição);Desenho;Revisão desenho;Moeda custo;Qt/vol;Preço cmp (R$);Estocagem;IPI (%);Tipo custo;Estoque mínimo;Ponto de ressuprimento;Lote mínimo;Lote múltiplo;Origem da mercadoria;Prazo de aquisição(dias);Número da FCI;GTIN;Criado em;GTIN unid tributável;Criado por;Alterado por;CEST;Alterado em;Origem da mercadoria;Tipo contábil;NCM;Estado;Observações;Observações técnicas;Endereço de estoque padrão
T00149;BATENTE PADRÃO - SUPERIOR RECOBERTO REN BCO|2200X155X28MM CANAL 3MM C/B;BATENTE HDF PADRÃO - DIREITO RECOBERTO COM BORRACHA AMORTECEDORA;BT0201R001;Fabricado;un;;;;;;;;;BATENTE HDF PADRÃO - SUPERIOR C/B RECOBERTO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;07/11/2025 13:17;;Everaldo;Everaldo;;07/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00148;BATENTE PADRÃO - SUPERIOR ACABADO REN BCO|1100X155X28MM CANAL 3MM C/B-TR;BATENTE HDF PADRÃO - SUPERIOR ACABADO COM BORRACHA AMORTECEDORA E TOPO RETO;BT0201A001;Fabricado;un;;;;;;;;;BATENTE HDF PADRÃO - SUPERIOR C/B TR ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;07/11/2025 13:17;;Everaldo;Everaldo;;07/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00147;CONJUNTO BATENTE SI PADRÃO REN BCO|2150X155X28MM CANAL 3MM C/B-TR;CONJUNTO BATENTE COM SOLEIRA IMPERMEAVEL PADRÃO ACABADO COM BORRACHA AMORTECEDORA E TOPO RETO;CB0101-001;Fabricado;un;;;;;;;;;CONJUNTO BATENTE SOLEIRA IMPERMEAVEL PADRÃO COM BORRACHA TOPO RETO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;07/11/2025 13:15;;Everaldo;Everaldo;;17/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00142;TIRA PVC 1850X60X18MM;;017CBT;Fabricado;PC;;;;;;;;;TIRA PVC18MM;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;07/11/2025 13:09;;Everaldo;Everaldo;;07/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00141;CHAPA MISTA MDF+PVC 2200X1850X18MM;;016CBT;Fabricado;PC;;;;;;;;;CHAPA MISTA MDF+PVC 18MM;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;07/11/2025 13:09;;Everaldo;Everaldo;;07/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00140;BASE BATENTE PADRÃO SI 2200X156X18MM;;014CBT;Fabricado;PC;;;;;;;;;BASE PARA BATENTE SOLEIRA IMPERMEAVEL;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;07/11/2025 13:09;;Everaldo;Everaldo;;07/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00139;BATENTE SI PADRÃO DIREITO BRUTO 2200X155X28MM CANAL 3MM C/B;BATENTE COM SOLEIRA IMPERMEAVEL PADRÃO DIREITO BRUTO COM BORRACHA AMORTECEDORA;BT0101B001;Fabricado;un;;;;;;;;;BATENTE PADRÃO DIREITO SOLEIRA IMPERMEAVEL BRUTO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;07/11/2025 13:09;;Everaldo;Everaldo;;07/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00138;BATENTE SI PADRÃO DIREITO RECOBERTO REN BCO|2200X155X28MM CANAL 3MM C/B;BATENTE COM SOLEIRA IMPERMEAVEL PADRÃO DIREITO RECOBERTO COM BORRACHA AMORTECEDORA;BT0101R001;Fabricado;un;;;;;;;;;BATENTE SOLEIRA IMPERMEAVEL PADRÃO DIREITO C/B RECOBERTO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;07/11/2025 13:09;;Everaldo;Everaldo;;07/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00137;BATENTE SI PADRÃO DIREITO ACABADO REN BCO|2150X155X28MM CANAL 3MM C/B-TR;BATENTE COM SOLEIRA IMPERMEAVEL PADRÃO DIREITO ACABADO COM BORRACHA AMORTECEDORA E TOPO RETO;BT0101A001;Fabricado;un;;;;;;;;;BATENTE SOLEIRA IMPERMEAVEL PADRÃO DIREITO C/B TR ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;07/11/2025 13:09;;Everaldo;Everaldo;;07/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00050;CHAPA DUPLA RECOBERTA P/ ALIZAR MACIÇO FLM IMP MGNO CERZO 2101X295X3MM;;10.102;Fabricado;PC;;;;;;;;;TESTE CHAPA DUPLA ALIZAR RECOBERTA;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;06/10/2025 16:30;;Everaldo;Everaldo;;06/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00049;CHAPA SECCIONADA FLM IMP MGNO CERZO 2101X165X3MM P/ALIZAR MACIÇO(2101X70X15MM REG65)|70X15X10|;;10.101;Fabricado;PC;;;;;;;;;TESTE CHAPA ALIZAR SECCIONADA;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;06/10/2025 16:30;;Everaldo;Everaldo;;06/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00048;ALIZAR MACIÇO LAT REG 65MM BASE 3MM FLM IMP MGNO CERZO 2101X70X15MM|70X15X10|;;01.01;Fabricado;PC;;;;;;;;;TESTE ALIZAR MACIÇO LATERAL HASTE MAIOR ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;06/10/2025 16:30;;Everaldo;Everaldo;;06/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00047;CONJUNTO BATENTE PADRÃO SI FLM IMP MGNO CERZO|2101X70X28MM CANAL '#CNL'MM C/B-TR;CONJUNTO BATENTE PADRÃO COM SOLEIRA IMPERMEAVEL COM BORRACHA AMORTECEDORA E TOPO RETO;1;Fabricado;un;;;;;;;;;CONJUNTO BATENTE PADRÃO SOLEIRA IMPERMEAVEL;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;06/10/2025 16:26;;Everaldo;Everaldo;;06/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00046;CHAPA DUPLA RECOBERTA P/ ALIZAR MACIÇO FLM IMP BCO 1099 2002X295X3MM;;10.102;Fabricado;PC;;;;;;;;;TESTE CHAPA DUPLA ALIZAR RECOBERTA;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;06/10/2025 16:16;;Everaldo;Everaldo;;06/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00045;CHAPA SECCIONADA FLM IMP BCO 1099 2002X165X3MM P/ALIZAR MACIÇO(2002X70X15MM REG65)|70X15X10|;;10.101;Fabricado;PC;;;;;;;;;TESTE CHAPA ALIZAR SECCIONADA;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;06/10/2025 16:16;;Everaldo;Everaldo;;06/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00044;ALIZAR MACIÇO LAT REG 65MM BASE 3MM FLM IMP BCO 1099 2002X70X15MM|70X15X10|;;01.01;Fabricado;PC;;;;;;;;;TESTE ALIZAR MACIÇO LATERAL HASTE MAIOR ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;06/10/2025 16:16;;Everaldo;Everaldo;;06/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00043;CONJUNTO BATENTE PADRÃO SI FLM IMP BCO 1099|2002X70X28MM CANAL '#CNL'MM C/B-TR;CONJUNTO BATENTE PADRÃO COM SOLEIRA IMPERMEAVEL COM BORRACHA AMORTECEDORA E TOPO RETO;1;Fabricado;un;;;;;;;;;CONJUNTO BATENTE PADRÃO SOLEIRA IMPERMEAVEL;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;06/10/2025 16:16;;Everaldo;Everaldo;;06/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00042;CHAPA DUPLA P/RECOBRIR P/ ALIZAR MACIÇO 2300X240X3MM;;10.103;Fabricado;PC;;;;;;;;;TESTE CHAPA DUPLA BASE ALIZAR PARA RECOBRIR;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;06/10/2025 16:15;;Everaldo;Everaldo;;06/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00041;CHAPA DUPLA RECOBERTA P/ ALIZAR MACIÇO PET URBAN 2001X240X3MM;;10.102;Fabricado;PC;;;;;;;;;TESTE CHAPA DUPLA ALIZAR RECOBERTA;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;06/10/2025 16:15;;Everaldo;Everaldo;;06/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00040;CHAPA SECCIONADA PET URBAN 2001X240X3MM P/ALIZAR MACIÇO(2001X70X15MM REG140)|70X15X10|;;10.101;Fabricado;PC;;;;;;;;;TESTE CHAPA ALIZAR SECCIONADA;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;06/10/2025 16:15;;Everaldo;Everaldo;;06/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00039;ALIZAR MACIÇO LAT REG 140MM BASE 3MM PET URBAN 2001X70X15MM|70X15X10|;;01.01;Fabricado;PC;;;;;;;;;TESTE ALIZAR MACIÇO LATERAL HASTE MAIOR ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;06/10/2025 16:15;;Everaldo;Everaldo;;06/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00038;CONJUNTO BATENTE PADRÃO SI PET URBAN|2001X70X28MM CANAL '#CNL'MM C/B-TR;CONJUNTO BATENTE PADRÃO COM SOLEIRA IMPERMEAVEL COM BORRACHA AMORTECEDORA E TOPO RETO;1;Fabricado;un;;;;;;;;;CONJUNTO BATENTE PADRÃO SOLEIRA IMPERMEAVEL;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;06/10/2025 16:14;;Everaldo;Everaldo;;06/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00008;CHAPA SECCIONADA PET URBAN 2200X110X3MM P/ALIZAR MACIÇO(2200X70X15MM REG10)|65X'#EPA'X'#HPA'|;;10.101;Fabricado;PC;;;;;;;;;TESTE CHAPA ALIZAR SECCIONADA;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;02/10/2025 15:48;;Everaldo;Everaldo;;06/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00007;ALIZAR MACIÇO LATERAL REGUALAGEM 10MM BASE 3MM PET URBAN 2200X70X15MM|PAR 65|;;02.02;Fabricado;PC;;;;;;;;;TESTE ALIZAR MACIÇO LATERAL HASTE MENOR ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;02/10/2025 15:48;;Everaldo;Everaldo;;02/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00006;CONJUNTO ALIZAR MACIÇO HASTE MENOR REGULAGEM 10MM BASE 3MM PET URBAN 2200X70X15MM|PAR 65|;;2;Fabricado;un;;;;;;;;;TESTE CONJUNTO HASTE MENOR;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;02/10/2025 15:48;;Everaldo;Everaldo;;02/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00005;CHAPA DUPLA P/RECOBRIR P/ ALIZAR MACIÇO 2300X295X3MM;;10.103;Fabricado;PC;;;;;;;;;TESTE CHAPA DUPLA BASE ALIZAR PARA RECOBRIR;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;02/10/2025 15:47;;Everaldo;Everaldo;;02/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00004;CHAPA DUPLA RECOBERTA P/ ALIZAR MACIÇO PET URBAN 2200X295X3MM;;10.102;Fabricado;PC;;;;;;;;;TESTE CHAPA DUPLA ALIZAR RECOBERTA;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;02/10/2025 15:47;;Everaldo;Everaldo;;02/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00003;CHAPA SECCIONADA PET URBAN 2200X165X3MM P/ALIZAR MACIÇO(2200X70X15MM REG65)|10X'#EPA'X'#HPA'|;;10.101;Fabricado;PC;;;;;;;;;TESTE CHAPA ALIZAR SECCIONADA;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;02/10/2025 15:47;;Everaldo;Everaldo;;06/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00002;ALIZAR MACIÇO LAT REG 65MM BASE 3MM PET URBAN 2200X70X15MM|10X'#EPA'X'#HPA'|;;01.01;Fabricado;PC;;;;;;;;;TESTE ALIZAR MACIÇO LATERAL HASTE MAIOR ACABADO;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;02/10/2025 15:47;;Everaldo;Everaldo;;06/10/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
T00001;CONJUNTO BATENTE PADRÃO SI PET URBAN|2200X70X28MM CANAL '#CNL'MM C/B-TR;CONJUNTO BATENTE PADRÃO COM SOLEIRA IMPERMEAVEL COM BORRACHA AMORTECEDORA E TOPO RETO;1;Fabricado;un;;;;;;;;;CONJUNTO BATENTE PADRÃO SOLEIRA IMPERMEAVEL;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;02/10/2025 15:46;;Everaldo;Everaldo;;06/11/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
SAV0785;QUADRO P/PORTA 2140X830X29,5;;SA;Fabricado;un;;;36,40/un;;;;;;SEMI-ACABADO;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;24/02/2020 12:57;;Iguatamir/Pedro;Iguatamir/Pedro;;28/10/2021;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SAV0771;MONT. PTA 2140X36X29,5;;SA;Fabricado;PC;;;6,44/PC;;;;;;SEMI-ACABADO;;;;;R$;0;6,44/PC;Código do item;;Normal;0;0;0;0;0;0;;;24/02/2020 11:30;;Iguatamir/Pedro;Iguatamir/Pedro;;28/10/2021;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SAV0427;CAB ALIZ 1100X70X9X60;;SA;Fabricado;PC;;;2,64/PC;;;;;;SEMI-ACABADO;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;24/02/2020 16:39;;Iguatamir/Pedro;Iguatamir/Pedro;;08/11/2021;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SAV0316;CAB ALIZ 1100X70X9X10;;SA;Fabricado;PC;;;1,71/PC;-100;;;;;SEMI-ACABADO;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;24/02/2020 16:09;;Iguatamir/Pedro;Iguatamir/Pedro;;24/02/2020;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SAV0281;LAT ALIZ 2300X70X9X60;;SA;Fabricado;PC;;;5,30/PC;;;;;;SEMI-ACABADO;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;24/02/2020 16:53;;Iguatamir/Pedro;Iguatamir/Pedro;;08/11/2021;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SAV0182;LAT ALIZ 2300X70X9X10;;SA;Fabricado;PC;;;4,11/PC;;;;;;SEMI-ACABADO;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;24/02/2020 15:46;;Iguatamir/Pedro;Iguatamir/Pedro;;08/11/2021;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SAV0161;HASTE  ALIZ 1100X72X3;;SA;Fabricado;PC;;;0,82/PC;-100;;;;;SEMI-ACABADO;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;24/02/2020 16:32;;Iguatamir/Pedro;Iguatamir/Pedro;;08/11/2021;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SAV0156;HASTE  ALIZ 1100X22X3;;SA;Fabricado;PC;;;0,25/PC;;;;;;SEMI-ACABADO;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;24/02/2020 16:05;;Iguatamir/Pedro;Iguatamir/Pedro;;08/11/2021;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SAV0146;HASTE  ALIZ 2300X72X3;;SA;Fabricado;PC;;;1,70/PC;-100;;;;;SEMI-ACABADO;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;24/02/2020 16:48;;Iguatamir/Pedro;Iguatamir/Pedro;;08/11/2021;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SAV0046;BASE CAB ALIZ 1100X67X9;;SA;Fabricado;PC;;;1,52/PC;;;;;;SEMI-ACABADO;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;24/02/2020 16:06;;Iguatamir/Pedro;Iguatamir/Pedro;;08/11/2021;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SAV0011;BASE LAT ALIZ 2300X67X9;;SA;Fabricado;PC;;;3,14/PC;-100;;;;;SEMI-ACABADO;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;24/02/2020 15:36;;Iguatamir/Pedro;Iguatamir/Pedro;;08/11/2021;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9106;BATENTE S4S RECOBERTO 2200X140X28MM|CANAL 6MM - PET FREIJO;;20.110.002;Fabricado;PC;;;;;;;;;BATENTE S4S RECOBERTO;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 17:21;;Samuel;Samuel;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9105;BATENTE PADRÃO RECOBERTO 2200X180X28MM|CANAL 6MM PET BCO MAX C/BORRACHA;;20.110.001;Fabricado;PC;;;;;;;;;BATENTE PADRÃO RECOBERTO COM BORRACHA;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 17:15;;Samuel;Samuel;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9104;BATENTE STOP CANAL 6MM RECOBERTO - 2200X120X28MM PET PRT TX C/BORRACHA;;20.110.004;Fabricado;PC;;;;;;;;;BATENTE STOP RECOBERTO COM BORRACHA;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 16:59;;Samuel;Samuel;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9103;BATENTE STOP CANAL 3MM - BRUTO 2750X181X28MM C/BORRACHA;;30.100.004;Fabricado;PC;;;;;;;;;BATENTE STOP BRUTO COM BORRACHA;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 14:29;;Samuel;Samuel;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9102;BATENTE STOP CANAL 3MM RECOBERTO - 2750X180X28MM REN BCO C/BORRACHA;;20.110.004;Fabricado;PC;;;;;;;;;BATENTE STOP RECOBERTO COM BORRACHA;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 14:29;;Samuel;Samuel;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9101;BATENTE STOP CANAL 3MM RECOBERTO - 2750X95X28MM REN BCO C/BORRACHA;;20.110.004;Fabricado;PC;;;;;;;;;BATENTE STOP RECOBERTO COM BORRACHA;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 14:27;;Samuel;Samuel;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9100;TRAVESSA MDF P/PORTA 795X37X29MM;;TRAVMDF;Fabricado;PC;;;;;;;;;TRAVESSAS MDF P/ PORTA;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 14:27;;Samuel;Samuel;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9099;QUADRO MDF P/ PORTA 2135X870X29;;QDRMDF;Fabricado;PC;;;;;;;;;QUADRO MDF P/ PORTA;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 14:27;;Samuel;Samuel;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9098;CHAPA MDF 2130X890X3MM;;CHPAMDF;Fabricado;PC;;;;;;;;;CHAPAS DE MDF PARA PEÇAS;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 14:27;;Samuel;Samuel;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9097;REVESTIMENTO REN BCO 885MM;;REV;Fabricado;m;;;;;;;;;REVESTIMENTOS;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 14:26;;Samuel;Samuel;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9096;CAPA P/PORTA COR 1 - REN BCO 2130X890X3MM;;CPMDFRCB1;Fabricado;PC;;;;;;;;;CAPAS MDF RECOBERTAS COR 1;;;;;R$;0;;Código do item;0,00%;Normal;0;0;0;0;0;0;;;02/12/2025 14:26;;Samuel;Samuel;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;44182900;Ativo;;;
SA9095;REVESTIMENTO P/BATENTE MODELO STOP REN PRT 129MM;;50.100.002;Fabricado;m;;;;;;;;;REVESTIMENTOS PARA BATENTES MODELO STOP;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 14:00;;Everaldo;Everaldo;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9094;BATENTE STOP CANAL 3MM - BRUTO 2200X100X28MM C/BORRACHA;;30.100.004;Fabricado;PC;;;;;;;;;BATENTE STOP BRUTO COM BORRACHA;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 14:00;;Everaldo;Everaldo;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9093;BATENTE STOP CANAL 3MM RECOBERTO - 2200X99X28MM REN PRT C/BORRACHA;;20.110.004;Fabricado;PC;;;;;;;;;BATENTE STOP RECOBERTO COM BORRACHA;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 14:00;;Everaldo;Everaldo;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9092;BATENTE STOP CANAL 3MM RECOBERTO - 2750X99X28MM REN PRT C/BORRACHA;;20.110.004;Fabricado;PC;;;;;;;;;BATENTE STOP RECOBERTO COM BORRACHA;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 13:57;;Everaldo;Everaldo;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9091;MONTANTE INF. P/PORTA 1289X37X29MM;;MTINFMDF;Fabricado;PC;;;;;;;;;MONTANTE INF. MDF P/ PORTA;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 13:57;;Everaldo;Everaldo;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9090;TRAVESSA MDF P/PORTA 644X37X29MM;;TRAVMDF;Fabricado;PC;;;;;;;;;TRAVESSAS MDF P/ PORTA;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 13:57;;Everaldo;Everaldo;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9089;QUADRO MDF P/ PORTA 2134X719X29;;QDRMDF;Fabricado;PC;;;;;;;;;QUADRO MDF P/ PORTA;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 13:57;;Everaldo;Everaldo;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9088;CHAPA MDF 2129X739X3MM;;CHPAMDF;Fabricado;PC;;;;;;;;;CHAPAS DE MDF PARA PEÇAS;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 13:57;;Everaldo;Everaldo;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
SA9087;REVESTIMENTO REN PRT 734MM;;REV;Fabricado;m;;;;;;;;;REVESTIMENTOS;;;;;R$;0;;Código do item;;Normal;0;0;0;0;0;0;;;02/12/2025 13:57;;Everaldo;Everaldo;;02/12/2025;Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8;Matéria-prima;;Ativo;;;
